run_index,ch1_max_V,ch1_min_V,diff_mV
0,0.14722410905599997,0.132751745024,14.472364031999973
1,0.16611858431999998,0.154460291072,11.658293247999996
2,0.22199798988799999,0.11948541132799999,102.51257856
3,0.15044018995199998,0.143606018048,6.8341719039999855
4,0.15727436185599997,0.14883214950399998,8.44221235199999
5,0.208731656192,0.19626934272,12.462313471999998
6,0.20792763596799999,0.19626934272,11.658293247999996
7,0.13998792704,0.125515563008,14.472364032000002
8,0.22119396966399998,0.11948541132799999,101.708558336
9,0.13998792704,0.13315375513599997,6.834171904000014
10,0.21435979776,0.20712361574399998,7.236182016000015
11,0.21717386854399998,0.21033969664,6.8341719039999855
12,0.135163805696,0.125515563008,9.64824268800002
13,0.14802812927999998,0.139585916928,8.44221235199999
14,0.128731643904,0.12069144166399999,8.040202240000003
15,0.21757587865599998,0.209535676416,8.040202239999989
16,0.16370652364799998,0.155264311296,8.44221235199999
17,0.14601807872,0.140389937152,5.628141568000011
18,0.133555765248,0.122299482112,11.25628313600001
19,0.16008843264,0.15405828096,6.030151680000012
20,0.22038994943999998,0.214761807872,5.628141567999983
21,0.133555765248,0.12350551244799998,10.05025280000002
22,0.15084220006399998,0.144410038272,6.432161791999985
23,0.143204007936,0.133555765248,9.648242687999991
24,0.153254260736,0.13837988659199998,14.874374144000003
25,0.21998793932799998,0.211545726976,8.44221235199999
26,0.21677185843199998,0.209133666304,7.638192127999988
27,0.127525613568,0.12069144166399999,6.834171904
28,0.14802812927999998,0.141193957376,6.8341719039999855
29,0.140791947264,0.135163805696,5.628141567999983
30,0.22199798988799999,0.11948541132799999,102.51257856
31,0.146822098944,0.13878189670399999,8.040202240000017
32,0.160892452864,0.15204823039999998,8.844222464000017
33,0.22199798988799999,0.11948541132799999,102.51257856
34,0.15003817984,0.141595967488,8.442212352000016
35,0.156872351744,0.14963616972799998,7.236182016000015
36,0.22159597977599998,0.11948541132799999,102.110568448
37,0.21958592921599998,0.213957787648,5.628141567999983
38,0.22199798988799999,0.11948541132799999,102.51257856
39,0.22199798988799999,0.11948541132799999,102.51257856
40,0.143606018048,0.13717385625599998,6.432161792000013
41,0.21918391910399998,0.209535676416,9.648242687999991
42,0.21958592921599998,0.211143716864,8.44221235199999
43,0.13234973491199997,0.12390752255999998,8.44221235199999
44,0.15405828096,0.141595967488,12.462313471999998
45,0.13074169446399997,0.12350551244799998,7.236182015999987
46,0.21033969664,0.20270150451199997,7.638192128000015
47,0.155264311296,0.146822098944,8.44221235199999
48,0.15968642252799997,0.15044018995199998,9.24623257599999
49,0.209937686528,0.197475373056,12.462313471999998
50,0.156470341632,0.15003817984,6.432161791999985
51,0.148430139392,0.13797787647999998,10.452262912000021
52,0.22199798988799999,0.11948541132799999,102.51257856
53,0.13837988659199998,0.12189747199999999,16.48241459199999
54,0.16812863488,0.14722410905599997,20.904525824000014
55,0.14883214950399998,0.122299482112,26.532667391999983
56,0.140389937152,0.125515563008,14.874374144000003
57,0.21677185843199998,0.20390753484799998,12.864323583999997
58,0.22199798988799999,0.11948541132799999,102.51257856
59,0.142801997824,0.13315375513599997,9.64824268800002
60,0.14722410905599997,0.13717385625599998,10.050252799999992
61,0.22199798988799999,0.11948541132799999,102.51257856
62,0.1319477248,0.122299482112,9.648242688000005
63,0.166922604544,0.15888240230399997,8.040202240000017
64,0.14481204838399997,0.13717385625599998,7.638192127999988
65,0.132751745024,0.12430953267199998,8.442212352000016
66,0.170540695552,0.15204823039999998,18.49246515200001
67,0.22199798988799999,0.11948541132799999,102.51257856
68,0.132751745024,0.126319583232,6.432161792000013
69,0.160892452864,0.15084220006399998,10.05025280000002
70,0.16410853375999998,0.14400802815999997,20.100505600000012
71,0.149234159616,0.140791947264,8.442212352000016
72,0.21837989887999998,0.212751757312,5.628141567999983
73,0.215163817984,0.208731656192,6.432161792000013
74,0.129535664128,0.122701492224,6.834171904
75,0.143606018048,0.13596782592,7.638192127999988
76,0.14601807872,0.12792762368,18.09045504000001
77,0.22159597977599998,0.12069144166399999,100.904538112
78,0.15044018995199998,0.14400802815999997,6.432161792000013
79,0.160892452864,0.154460291072,6.432161792000013
80,0.22199798988799999,0.11948541132799999,102.51257856
81,0.15003817984,0.1419979776,8.040202240000017
82,0.154862301184,0.146822098944,8.040202239999989
83,0.209133666304,0.195465322496,13.668343808
84,0.20832964607999999,0.20270150451199997,5.628141568000011
85,0.22199798988799999,0.11948541132799999,102.51257856
86,0.22119396966399998,0.12028943155199999,100.904538112
87,0.13998792704,0.13315375513599997,6.834171904000014
88,0.21435979776,0.20551557529599998,8.844222464000017
89,0.21998793932799998,0.212751757312,7.236182015999987
90,0.134359785472,0.126319583232,8.040202240000017
91,0.145214058496,0.135163805696,10.050252799999992
92,0.129133654016,0.122299482112,6.834171904
93,0.21596783820799997,0.20832964607999999,7.638192127999988
94,0.15727436185599997,0.14601807872,11.256283135999967
95,0.153656270848,0.146822098944,6.8341719039999855
96,0.214761807872,0.20511356518399998,9.64824268800002
97,0.15888240230399997,0.14963616972799998,9.24623257599999
98,0.209133666304,0.20270150451199997,6.432161792000013
99,0.12792762368,0.12149546188799999,6.432161791999999
100,0.149234159616,0.139585916928,9.64824268800002
101,0.22199798988799999,0.11948541132799999,102.51257856
102,0.146822098944,0.13717385625599998,9.64824268800002
103,0.21998793932799998,0.212751757312,7.236182015999987
104,0.215565828096,0.209535676416,6.030151680000012
105,0.131143704576,0.12390752255999998,7.236182016000015
106,0.14481204838399997,0.13878189670399999,6.030151679999984
107,0.13717385625599998,0.12993767423999997,7.236182016000015
108,0.195465322496,0.18863115059199997,6.834171904000014
109,0.14601807872,0.13677184614399998,9.246232576000018
110,0.15968642252799997,0.15164622028799998,8.040202239999989
111,0.22038994943999998,0.21435979776,6.030151679999984
112,0.14802812927999998,0.13998792704,8.040202239999989
113,0.15245024051199998,0.145214058496,7.236182015999987
114,0.201495474176,0.19305326182399998,8.442212352000016
115,0.211545726976,0.2022994944,9.24623257599999
116,0.22199798988799999,0.11948541132799999,102.51257856
117,0.22199798988799999,0.11948541132799999,102.51257856
118,0.139585916928,0.13074169446399997,8.844222464000017
119,0.21717386854399998,0.209133666304,8.040202239999989
120,0.21918391910399998,0.210741706752,8.44221235199999
121,0.13757586636799998,0.126721593344,10.854273023999994
122,0.14722410905599997,0.13556581580799998,11.658293247999996
123,0.22199798988799999,0.11948541132799999,102.51257856
124,0.21998793932799998,0.20832964607999999,11.658293247999996
125,0.155666321408,0.147626119168,8.040202239999989
126,0.153254260736,0.14601807872,7.236182015999987
127,0.21596783820799997,0.20511356518399998,10.854273023999994
128,0.16370652364799998,0.15164622028799998,12.060303359999997
129,0.133555765248,0.12511355289599999,8.442212352000016
130,0.22199798988799999,0.11948541132799999,102.51257856
131,0.143204007936,0.13154571468799997,11.658293248000023
132,0.161696473088,0.154460291072,7.236182016000015
133,0.13476179558399998,0.126319583232,8.44221235199999
134,0.13315375513599997,0.12350551244799998,9.648242687999991
135,0.21596783820799997,0.20631959551999998,9.648242687999991
136,0.22199798988799999,0.11948541132799999,102.51257856
137,0.141193957376,0.13476179558399998,6.432161792000013
138,0.140791947264,0.13395777535999998,6.834171904000014
139,0.213957787648,0.20390753484799998,10.05025280000002
140,0.13234973491199997,0.12189747199999999,10.452262911999979
141,0.16209848319999998,0.15003817984,12.060303359999969
142,0.140389937152,0.133555765248,6.8341719039999855
143,0.129535664128,0.12149546188799999,8.040202240000003
144,0.16008843264,0.15084220006399998,9.246232576000018
145,0.22199798988799999,0.11948541132799999,102.51257856
146,0.13154571468799997,0.12189747199999999,9.648242687999979
147,0.155264311296,0.14601807872,9.24623257599999
148,0.15164622028799998,0.144410038272,7.236182015999987
149,0.143606018048,0.13556581580799998,8.040202240000017
150,0.22199798988799999,0.11948541132799999,102.51257856
151,0.21636984831999997,0.209937686528,6.432161791999985
152,0.22199798988799999,0.11948541132799999,102.51257856
153,0.143606018048,0.13556581580799998,8.040202240000017
154,0.134359785472,0.125515563008,8.844222464000017
155,0.22199798988799999,0.11948541132799999,102.51257856
156,0.13837988659199998,0.130339684352,8.040202239999989
157,0.16531456409599998,0.15807838207999997,7.236182016000015
158,0.130339684352,0.12069144166399999,9.648242688000005
159,0.143606018048,0.13596782592,7.638192127999988
160,0.154862301184,0.14400802815999997,10.854273024000022
161,0.22199798988799999,0.11948541132799999,102.51257856
162,0.22038994943999998,0.212751757312,7.638192127999988
163,0.22199798988799999,0.11948541132799999,102.51257856
164,0.22199798988799999,0.211947737088,10.050252799999992
165,0.142399987712,0.135163805696,7.236182015999987
166,0.21998793932799998,0.213153767424,6.8341719039999855
167,0.21596783820799997,0.209133666304,6.8341719039999855
168,0.134359785472,0.126319583232,8.040202240000017
169,0.143606018048,0.135163805696,8.44221235199999
