freq_GHz,detector_V_avg,detector_V_sd,contrast_pct,relative_noise_pct
2.743071161741322,0.5327706012822152,0.04358855490329254,-0.47068015414536046,8.181486515657635
2.7433733738190518,0.532754599472108,0.043624096286114196,-0.4736695256918351,8.188403503102576
2.743675585896781,0.5326941959075389,0.04371142992474378,-0.4849537926603285,8.20572671160301
2.7439777979745106,0.532929147172823,0.0436477211393795,-0.44106146907044447,8.190154614535471
2.74428001005224,0.5327810215567365,0.0437029791321358,-0.46873349486421567,8.2028032838782
2.7445822221299694,0.5327912852153354,0.04344061827609077,-0.46681609372192134,8.153402557726448
2.744884434207699,0.5331300710915802,0.04341015145085365,-0.40352595016881243,8.142506642323076
2.7451866462854286,0.533048705478696,0.04329828668134286,-0.41872623353601457,8.122763686755325
2.745488858363158,0.533074449031352,0.04337600546432482,-0.41391696237858483,8.13695076609716
2.7457910704408874,0.5329905323479704,0.04352658137544112,-0.4295938229271747,8.16648302995074
2.7460932825186166,0.5329315550612065,0.04338436759950283,-0.44061164039653916,8.140701594320154
2.7463954945963462,0.5331000764088264,0.04347596380916858,-0.4091293944397438,8.155309993958344
2.746697706674076,0.5328861452966561,0.04313718127618811,-0.4490948468069169,8.095008972727893
2.746999918751805,0.5329276719834574,0.04328789840239112,-0.4413370559625419,8.122659167102665
2.7473021308295347,0.5332980818756611,0.04321099488945876,-0.3721390849286946,8.102597094945757
2.7476043429072643,0.5329997286684598,0.04310508948286521,-0.42787581611301057,8.087262931737389
2.7479065549849935,0.5331589388547745,0.043186291566411524,-0.39813303090996466,8.100078310451979
2.748208767062723,0.5330371209590363,0.04327661489325908,-0.42089039079186114,8.11887450078451
2.7485109791404527,0.5332231283028869,0.043048448372030895,-0.38614150567090394,8.073252281656108
2.748813191218182,0.5330860245250606,0.04307095293815322,-0.4117544913020649,8.079550195773034
2.7491154032959115,0.5332133048668094,0.042995665128497125,-0.3879766668246668,8.063501929914699
2.749417615373641,0.5332932917818539,0.04289411079667317,-0.37303394432498477,8.043249644741305
2.7497198274513703,0.5332062084160153,0.04294163800867154,-0.389302387348955,8.053476747061401
2.7500220395291,0.5331327431963573,0.042593588656756574,-0.4030267620184475,7.989302701873067
2.7503242516068296,0.5332775224385445,0.042706634824392194,-0.3759798876826344,8.008332064907863
2.7506264636845588,0.5333671879695292,0.042812074319340136,-0.3592290585433339,8.026754417031357
2.7509286757622884,0.5333677488367117,0.04271489838605593,-0.3591242803722763,8.008526664617083
2.751230887840018,0.5333375694455617,0.04260937106181452,-0.36476223086596804,7.989193618238759
2.751533099917747,0.5333777766292416,0.04267036696073569,-0.3572509424522519,8.000027153436589
2.751835311995477,0.5333765070512483,0.042640488735637805,-0.3574881181407365,7.994444481886561
2.752137524073206,0.5334909003905449,0.04254329044567461,-0.33611777370414603,7.9745109831359
2.7524397361509356,0.533425200798141,0.042523687849768045,-0.34839141592533923,7.971818314196946
2.7527419482286652,0.5336112014685414,0.04239300709568025,-0.313643777502232,7.944549698171862
2.7530441603063944,0.5334782052733574,0.042507592390943504,-0.33848940677848094,7.968009184023245
2.753346372384124,0.5336465081335652,0.04235697810112175,-0.307047977457354,7.937272605655338
2.7536485844618537,0.5337246741590393,0.04224886670827016,-0.29244542369073445,7.915854138622947
2.753950796539583,0.5336146759975231,0.04248948278132594,-0.31299468480547643,7.962577622494619
2.7542530086173125,0.5336685267458904,0.04232219901248377,-0.30293457948944297,7.9304281387078595
2.754555220695042,0.5336758770129427,0.04224806424259962,-0.3015614423856983,7.91642756631007
2.7548574327727713,0.533778864399956,0.04236993417232734,-0.28232189621429316,7.937731708421468
2.755159644850501,0.5336277240640281,0.042068884325936556,-0.3105571156501504,7.883564220679219
2.7554618569282305,0.5338805124751037,0.042135609759085646,-0.2633325530359345,7.8923296083129735
2.7557640690059597,0.533739486369159,0.04208858135203705,-0.2896782867746264,7.885603824882957
2.7560662810836893,0.53385500874715,0.042156638851208725,-0.26809702144064734,7.896645748466772
2.756368493161419,0.5339095299836979,0.042096716910895234,-0.2579116591520567,7.884616128163247
2.756670705239148,0.5338172895692279,0.04197750598334384,-0.2751435140862476,7.86364675771709
